va	size	name	type
0040d530	53	`dynamic initializer for 'IFaceButton::data''	void ()
0040d570	12	`dynamic initializer for 'IFaceButtonPool::taken_buttons''	void ()
0040d580	12	`dynamic initializer for 'IFaceButtonPool::avail_buttons''	void ()
0040d590	22	`dynamic initializer for 'IFaceComboBox::iface_texs''	void ()
0040d5b0	36	`dynamic initializer for 'OptionsWin::tab_names''	void ()
0040d5e0	36	`dynamic initializer for 'OptionsWin::internal_tab_names''	void ()
0040d610	12	`dynamic initializer for 'OptionsWinGraphics::bad_res''	void ()
0040d620	22	`dynamic initializer for 'SplashScreen::title_string''	void ()
0040d640	22	`dynamic initializer for 'SplashScreen::work_string''	void ()
0040d660	22	`dynamic initializer for 'SplashScreen::subtitle_string''	void ()
0040d680	75	`dynamic initializer for 'GravWindow::process_windows''	void ()
0040d6d0	22	`dynamic initializer for 'HelpBoxWin::help_box''	void ()
0040d6f0	22	`dynamic initializer for 'storm_draw_names''	void ()
0040d710	85	`dynamic initializer for 'TerrainData::texture_fractal''	void ()
0040d770	85	`dynamic initializer for 'TerrainData::random_frac''	void ()
0040d7d0	12	`dynamic initializer for 'InitCoastInfo::influence_tcoords''	void ()
0040d7e0	12	`dynamic initializer for 'TerrainData::terrain_fog_x''	void ()
0040d7f0	12	`dynamic initializer for 'TerrainData::terrain_fog_y''	void ()
0040d800	22	`dynamic initializer for 'debug_rh''	void ()
0040d820	36	`dynamic initializer for 'sandmix''	void ()
0040d850	22	`dynamic initializer for 'influence_polys''	void ()
0040d870	12	`dynamic initializer for 'TileSet::available_tilesets''	void ()
0040d880	12	`dynamic initializer for 'Recycler<LinkVert>::temp_pool''	void ()
0040d890	12	`dynamic initializer for 'Recycler<BorderNodes>::temp_pool''	void ()
0040d8a0	12	`dynamic initializer for 'Recycler<MorphSideStrip>::temp_pool''	void ()
0040d8b0	12	`dynamic initializer for 'Recycler<BorderMorphRender>::temp_pool''	void ()
0040d8c0	12	`dynamic initializer for 'Recycler<BorderSplineRender>::temp_pool''	void ()
0040d8d0	12	`dynamic initializer for 'BordersData::wcoord_list_1''	void ()
0040d8e0	12	`dynamic initializer for 'BordersData::wcoord_list_2''	void ()
0040d8f0	95	`dynamic initializer for 'RiverDoobers::all_doobs''	void ()
0040d950	95	`dynamic initializer for 'RiverDoobers::clumpy_doobs''	void ()
0040d9b0	95	`dynamic initializer for 'RiverDoobers::non_clumpy_doobs''	void ()
0040da10	95	`dynamic initializer for 'RiverDoobers::doobs_for_update''	void ()
0040da70	17	`dynamic initializer for 'RiverDoobers::render_buckets''	void ()
0040da90	22	`dynamic initializer for 'RiverDoobers::render_textures''	void ()
0040dab0	22	`dynamic initializer for 'RiverDoobers::riv_doob_rs''	void ()
0040dad0	22	`dynamic initializer for 'debug_skel_rs''	void ()
0040daf0	22	`dynamic initializer for 'trough_rs''	void ()
0040db10	22	`dynamic initializer for 'water_rs''	void ()
0040db30	132	`dynamic initializer for 'global_cur_element''	void ()
0040dbc0	95	`dynamic initializer for 'Surf::final_verts''	void ()
0040dc20	95	`dynamic initializer for 'Surf::final_tex0''	void ()
0040dc80	95	`dynamic initializer for 'Surf::final_tex1''	void ()
0040dce0	95	`dynamic initializer for 'Surf::final_color''	void ()
0040dd40	95	`dynamic initializer for 'Surf::final_faces''	void ()
0040dda0	95	`dynamic initializer for 'Surf::final_ibuf''	void ()
0040de00	12	`dynamic initializer for 'Surf::final_recopy''	void ()
0040de10	12	`dynamic initializer for 'Surf::cur_section_test''	void ()
0040de20	95	`dynamic initializer for 'Surf::on_screen_section_order''	void ()
0040de80	75	`dynamic initializer for 'Surf::waves''	void ()
0040ded0	95	`dynamic initializer for 'Surf::surf_texture''	void ()
0040df30	12	`dynamic initializer for 'Surf::surf_texture_alpha_index''	void ()
0040df40	12	`dynamic initializer for 'Surf::surf_texture_rs_index''	void ()
0040df50	95	`dynamic initializer for 'Surf::percent_timeline''	void ()
0040dfb0	95	`dynamic initializer for 'Surf::alpha_timeline''	void ()
0040e010	36	`dynamic initializer for 'Surf::wave_shape_index''	void ()
0040e040	85	`dynamic initializer for 'Cliff::frac''	void ()
0040e0a0	22	`dynamic initializer for 'batch_start_time''	void ()
0040e0c0	78	`dynamic initializer for 'sort_depths''	void ()
0040e110	22	`dynamic initializer for 'wcoord_display_names''	void ()
0040e130	22	`dynamic initializer for 'guy_display_names''	void ()
0040e150	95	`dynamic initializer for 'rectangle_cverts''	void ()
0040e1b0	95	`dynamic initializer for 'rectangle_texs''	void ()
0040e210	12	`dynamic initializer for 'rectangle_colors''	void ()
0040e220	22	`dynamic initializer for 'good_circle_blend''	void ()
0040e240	22	`dynamic initializer for 'announce_circle_blend''	void ()
0040e260	22	`dynamic initializer for 'fog_render_state''	void ()
0040e280	22	`dynamic initializer for 'who_render_state''	void ()
0040e2a0	22	`dynamic initializer for 'solid_render_state''	void ()
0040e2c0	22	`dynamic initializer for 'back_render_state''	void ()
0040e2e0	22	`dynamic initializer for 'blip_render_state''	void ()
0040e300	22	`dynamic initializer for 'mnt_helper''	void ()
0040e320	22	`dynamic initializer for 'tree_helper''	void ()
0040e340	22	`dynamic initializer for 'river_helper''	void ()
0040e360	95	`dynamic initializer for 'worldmap_ping_verts''	void ()
0040e3c0	12	`dynamic initializer for 'worldmap_ping_colors''	void ()
0040e3d0	95	`dynamic initializer for 'wheat_box_verts''	void ()
0040e430	95	`dynamic initializer for 'wheat_box_faces''	void ()
0040e490	36	`dynamic initializer for 'wheat_box_texs''	void ()
0040e4c0	12	`dynamic initializer for 'wheat_use_wind''	void ()
0040e4d0	12	`dynamic initializer for 'wheat_box_rows''	void ()
0040e4e0	12	`dynamic initializer for 'wheat_box_cols''	void ()
0040e4f0	95	`dynamic initializer for 'wheat_verts''	void ()
0040e550	95	`dynamic initializer for 'wheat_texs''	void ()
0040e5b0	12	`dynamic initializer for 'wheat_colors''	void ()
0040e5c0	95	`dynamic initializer for 'wheat_faces''	void ()
0040e620	12	`dynamic initializer for 'wheat_ibuf''	void ()
0040e630	12	`dynamic initializer for 'Particle::particle_buf''	void ()
0040e640	95	`dynamic initializer for 'Particle::particle_verts''	void ()
0040e6a0	95	`dynamic initializer for 'Particle::particle_faces''	void ()
0040e700	95	`dynamic initializer for 'Particle::particle_texs''	void ()
0040e760	95	`dynamic initializer for 'Particle::particle_texs2''	void ()
0040e7c0	12	`dynamic initializer for 'Particle::particle_colors''	void ()
0040e7d0	95	`dynamic initializer for 'Particle::particle_texture''	void ()
0040e830	95	`dynamic initializer for 'ParticleEmitter::unused_particles''	void ()
0040e890	12	`dynamic initializer for 'ShockWave::ibuf''	void ()
0040e8a0	95	`dynamic initializer for 'ShockWave::v''	void ()
0040e900	95	`dynamic initializer for 'ShockWave::t''	void ()
0040e960	12	`dynamic initializer for 'ShockWave::c''	void ()
0040e970	95	`dynamic initializer for 'ShockWave::f''	void ()
0040e9d0	22	`dynamic initializer for 'ShockWave::shock_tex''	void ()
0040e9f0	95	`dynamic initializer for 'trail_texs''	void ()
0040ea50	22	`dynamic initializer for 'smoke_trail_blend''	void ()
0040ea70	36	`dynamic initializer for 'smoke_trail_ibuf''	void ()
0040eaa0	36	`dynamic initializer for 'smoke_trail_verts''	void ()
0040ead0	36	`dynamic initializer for 'smoke_trail_texs''	void ()
0040eb00	36	`dynamic initializer for 'smoke_trail_colors''	void ()
0040eb30	36	`dynamic initializer for 'smoke_trail_faces''	void ()
0040eb60	75	`dynamic initializer for 'smoke_trails''	void ()
0040ebb0	95	`dynamic initializer for 'underlay_textures''	void ()
0040ec10	36	`dynamic initializer for 'underlay_ibuf''	void ()
0040ec40	95	`dynamic initializer for 'underlay_verts''	void ()
0040eca0	95	`dynamic initializer for 'underlay_texs0''	void ()
0040ed00	95	`dynamic initializer for 'underlay_texs1''	void ()
0040ed60	12	`dynamic initializer for 'underlay_colors''	void ()
0040ed70	95	`dynamic initializer for 'underlay_faces''	void ()
0040edd0	12	`dynamic initializer for 'underlay_types''	void ()
0040ede0	75	`dynamic initializer for 'underlays''	void ()
0040ee30	36	`dynamic initializer for 'EventNames''	void ()
0040ee70	779	`dynamic initializer for 'UnitAnimNames''	void ()
0040f180	36	`dynamic initializer for 'SecondUnitAnimNames''	void ()
0040f1b0	228	`dynamic initializer for 'BuildAnimNames''	void ()
0040f2a0	36	`dynamic initializer for 'PrintTypeNames''	void ()
0040f2d0	95	`dynamic initializer for 'scholar_pos''	void ()
0040f330	12	`dynamic initializer for 'scholar_angles''	void ()
0040f340	95	`dynamic initializer for 'hl_verts''	void ()
0040f3a0	95	`dynamic initializer for 'drag_verts''	void ()
0040f400	95	`dynamic initializer for 'hl_texs''	void ()
0040f460	22	`dynamic initializer for 'ArrowSpline::texture''	void ()
0040f480	12	`dynamic initializer for 'Recycler<ScreenArrowSpline>::temp_pool''	void ()
0040f490	12	`dynamic initializer for 'ScreenArrowSpline::color''	void ()
0040f4a0	75	`dynamic initializer for 'ScreenArrowSpline::arrows''	void ()
0040f4f0	252	`dynamic initializer for 'ScreenArrowSpline::spline''	void ()
0040f5f0	22	`dynamic initializer for 'Spline::type_names''	void ()
0040f610	12	`dynamic initializer for 'Recycler<Spline>::temp_pool''	void ()
0040f620	17	`dynamic initializer for 'all_sprites''	void ()
0040f640	12	`dynamic initializer for 'all_sprite_ref_count''	void ()
0040f650	12	`dynamic initializer for 'c''	void ()
0040f660	22	`dynamic initializer for 'noise_texture''	void ()
0040f680	12	`dynamic initializer for 'noise_vert_stream''	void ()
0040f690	12	`dynamic initializer for 'noise_ibuf''	void ()
0040f6a0	22	`dynamic initializer for 'noise_render_state''	void ()
0040f6c0	22	`dynamic initializer for 'fire_ring_rs''	void ()
0040f6e0	22	`dynamic initializer for 'fire_ring_glow_texture''	void ()
0040f700	22	`dynamic initializer for 'fire_ring_heat_texture''	void ()
0040f720	12	`dynamic initializer for 'fire_ring_glow_ibuf''	void ()
0040f730	95	`dynamic initializer for 'fire_verts''	void ()
0040f790	95	`dynamic initializer for 'fire_copy_verts''	void ()
0040f7f0	95	`dynamic initializer for 'fire_tex0''	void ()
0040f850	12	`dynamic initializer for 'fire_colors''	void ()
0040f860	12	`dynamic initializer for 'fire_copy_colors''	void ()
0040f870	22	`dynamic initializer for 'dust_ring_flame_texture''	void ()
0040f890	22	`dynamic initializer for 'dust_ring_rs''	void ()
0040f8b0	95	`dynamic initializer for 'dust_verts''	void ()
0040f910	95	`dynamic initializer for 'dust_copy_verts''	void ()
0040f970	95	`dynamic initializer for 'dust_tex0''	void ()
0040f9d0	95	`dynamic initializer for 'dust_copy_tex0''	void ()
0040fa30	95	`dynamic initializer for 'dust_copy_tex1''	void ()
0040fa90	12	`dynamic initializer for 'dust_colors''	void ()
0040faa0	12	`dynamic initializer for 'dust_copy_colors''	void ()
0040fab0	12	`dynamic initializer for 'dust_ring_ibuf''	void ()
0040fac0	22	`dynamic initializer for 'shroom_smoke_render_state''	void ()
0040fae0	22	`dynamic initializer for 'shroom_smoke_texture''	void ()
0040fb00	22	`dynamic initializer for 'shroom_stalk_texture''	void ()
0040fb20	22	`dynamic initializer for 'fire_particle_texture''	void ()
0040fb40	22	`dynamic initializer for 'fire_particle_render_state''	void ()
0040fb60	12	`dynamic initializer for 'fire_particle_stream''	void ()
0040fb70	12	`dynamic initializer for 'shroom_stem_vert_stream''	void ()
0040fb80	12	`dynamic initializer for 'shroom_stem_ibuf''	void ()
0040fb90	12	`dynamic initializer for 'shroom_cap_vert_stream''	void ()
0040fba0	12	`dynamic initializer for 'shroom_cap_ibuf''	void ()
0040fbb0	12	`dynamic initializer for 'impact_vert_stream''	void ()
0040fbc0	12	`dynamic initializer for 'impact_ibuf''	void ()
0040fbd0	22	`dynamic initializer for 'impact_render_state''	void ()
0040fbf0	22	`dynamic initializer for 'scorch_render_state''	void ()
0040fc10	36	`dynamic initializer for 'scorch_textures''	void ()
0040fc40	36	`dynamic initializer for 'scorch_ibuf''	void ()
0040fc70	22	`dynamic initializer for 'nuke_section_names''	void ()
0040fc90	741	`dynamic initializer for 'game_log_strings''	void ()
0040ff80	149	`dynamic initializer for 'mp_log''	void ()
00410020	22	`dynamic initializer for 'SyncFile::filename''	void ()
00410040	200	`dynamic initializer for 'SyncFile::file''	void ()
00410110	22	`dynamic initializer for 'SyncFile::source_filename''	void ()
00410130	12	`dynamic initializer for 'SyncFile::transfer_list''	void ()
00410140	62	`dynamic initializer for 'LOBBYKEY_QUICKMATCH''	void ()
00410180	62	`dynamic initializer for 'PLAYERKEY_PLATFORM_PLAYER_ID''	void ()
004101c0	62	`dynamic initializer for 'LOBBYKEY_DISCRIMINATE_LOBBY_TYPE''	void ()
00410200	62	`dynamic initializer for 'LOBBYKEY_DISCRIMINATE_VALUES_XBOX''	void ()
00410240	62	`dynamic initializer for 'LOBBYKEY_DISCRIMINATE_VALUES_CROSSPLAY_DISCRIM''	void ()
00410280	62	`dynamic initializer for 'LOBBYKEY_DISCRIMINATE_VALUES_STEAM''	void ()
004102c0	62	`dynamic initializer for 'NEGATE_LOBBY_VALUE_PREFIX''	void ()
00410300	62	`dynamic initializer for 'LIST_LOBBY_VALUE_PREFIX''	void ()
00410340	62	`dynamic initializer for 'STEAM_LOBBY_SCENARIO_DATA''	void ()
00410380	62	`dynamic initializer for 'PLAYERKEY_PLAYER_ID''	void ()
004103c0	62	`dynamic initializer for 'PLAYERKEY_READY''	void ()
00410400	62	`dynamic initializer for 'PLAYERKEY_DIFFICULTY''	void ()
00410440	62	`dynamic initializer for 'PLAYERKEY_HANDICAP''	void ()
00410480	62	`dynamic initializer for 'PLAYERKEY_TEAM''	void ()
004104c0	62	`dynamic initializer for 'PLAYERKEY_WHO''	void ()
00410500	62	`dynamic initializer for 'PLAYERKEY_TRIBE''	void ()
00410540	62	`dynamic initializer for 'PLAYERKEY_SLOTTYPE''	void ()
00410580	62	`dynamic initializer for 'PLAYERKEY_ELO''	void ()
004105c0	62	`dynamic initializer for 'LOBBYKEY_QUICKMATCH''	void ()
00410600	62	`dynamic initializer for 'PLAYERKEY_PLATFORM_PLAYER_ID''	void ()
00410640	62	`dynamic initializer for 'LOBBYKEY_DISCRIMINATE_LOBBY_TYPE''	void ()
00410680	62	`dynamic initializer for 'LOBBYKEY_DISCRIMINATE_VALUES_XBOX''	void ()
004106c0	62	`dynamic initializer for 'LOBBYKEY_DISCRIMINATE_VALUES_CROSSPLAY_DISCRIM''	void ()
00410700	62	`dynamic initializer for 'LOBBYKEY_DISCRIMINATE_VALUES_STEAM''	void ()
00410740	62	`dynamic initializer for 'NEGATE_LOBBY_VALUE_PREFIX''	void ()
00410780	62	`dynamic initializer for 'LIST_LOBBY_VALUE_PREFIX''	void ()
004107c0	62	`dynamic initializer for 'STEAM_LOBBY_SCENARIO_DATA''	void ()
00410800	62	`dynamic initializer for 'PLAYERKEY_PLAYER_ID''	void ()
00410840	62	`dynamic initializer for 'PLAYERKEY_READY''	void ()
00410880	62	`dynamic initializer for 'PLAYERKEY_DIFFICULTY''	void ()
004108c0	62	`dynamic initializer for 'PLAYERKEY_HANDICAP''	void ()
00410900	62	`dynamic initializer for 'PLAYERKEY_TEAM''	void ()
00410940	62	`dynamic initializer for 'PLAYERKEY_WHO''	void ()
00410980	62	`dynamic initializer for 'PLAYERKEY_TRIBE''	void ()
004109c0	62	`dynamic initializer for 'PLAYERKEY_SLOTTYPE''	void ()
00410a00	62	`dynamic initializer for 'PLAYERKEY_ELO''	void ()
00410a40	62	`dynamic initializer for 'LOBBYKEY_QUICKMATCH''	void ()
00410a80	62	`dynamic initializer for 'PLAYERKEY_PLATFORM_PLAYER_ID''	void ()
00410ac0	62	`dynamic initializer for 'LOBBYKEY_DISCRIMINATE_LOBBY_TYPE''	void ()
00410b00	62	`dynamic initializer for 'LOBBYKEY_DISCRIMINATE_VALUES_XBOX''	void ()
00410b40	62	`dynamic initializer for 'LOBBYKEY_DISCRIMINATE_VALUES_CROSSPLAY_DISCRIM''	void ()
00410b80	62	`dynamic initializer for 'LOBBYKEY_DISCRIMINATE_VALUES_STEAM''	void ()
00410bc0	62	`dynamic initializer for 'NEGATE_LOBBY_VALUE_PREFIX''	void ()
00410c00	62	`dynamic initializer for 'LIST_LOBBY_VALUE_PREFIX''	void ()
00410c40	62	`dynamic initializer for 'LOBBY_CHAT_GLOBAL''	void ()
00410c80	62	`dynamic initializer for 'LOBBY_CHAT_XBOX_ONLY''	void ()
00410cc0	58	`dynamic initializer for 'GameSpyGroup::sInitialStatusCallback''	void ()
00410d00	58	`dynamic initializer for 'GameSpyGroup::sJoinedStatusCallback''	void ()
00410d40	62	`dynamic initializer for 'LOBBYKEY_QUICKMATCH''	void ()
00410d80	62	`dynamic initializer for 'PLAYERKEY_PLATFORM_PLAYER_ID''	void ()
00410dc0	62	`dynamic initializer for 'LOBBYKEY_DISCRIMINATE_LOBBY_TYPE''	void ()
00410e00	62	`dynamic initializer for 'LOBBYKEY_DISCRIMINATE_VALUES_XBOX''	void ()
00410e40	62	`dynamic initializer for 'LOBBYKEY_DISCRIMINATE_VALUES_CROSSPLAY_DISCRIM''	void ()
00410e80	62	`dynamic initializer for 'LOBBYKEY_DISCRIMINATE_VALUES_STEAM''	void ()
00410ec0	62	`dynamic initializer for 'NEGATE_LOBBY_VALUE_PREFIX''	void ()
00410f00	62	`dynamic initializer for 'LIST_LOBBY_VALUE_PREFIX''	void ()
00410f40	95	`dynamic initializer for 'BuddyChatWin::minimized_chats''	void ()
00410fa0	17	`dynamic initializer for 'buddy_list_win''	void ()
00410fc0	7071	`dynamic initializer for 'sound_global_cat_names''	void ()
00412b60	12	`dynamic initializer for 'SoundGlobal::random''	void ()
00412b70	12	`dynamic initializer for 'SoundType::random''	void ()
00412b80	36	`dynamic initializer for 'SoundType::def_types''	void ()
00412bb0	513	`dynamic initializer for 'sound_type_cat_names''	void ()
00412dc0	22	`dynamic initializer for 'ScenarioData::scenario_name''	void ()
